/*-----------------------------------------------------------------
* NUMERO INDIVIDUOS: 10 	 CROSS-OVER: 0.90
* NUMERO GERACOES  : 100 	 MUTACAO   : 0.50
* NUM MAXIMO NOS   : 30 	 ELITISMO  : 0.05
* PROFUNDIDADE MAX : 3 	 
*-----------------------------------------------------------------*/
Seed 6: 
(sin(sin(cos(sin(sin(sqrt(sin(x1)))))))) | Numero de nos: 8 | Erro: 434176499122176.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(/(-(+(sin(cos(-(0.82553)(x1))))(x1))(x1))(0.05966)))))))(0.32814))(x1))(x1)) | Numero de nos: 28 | Erro: 431460704059392.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(/(-(+(sin(cos(-(0.82553)(x1))))(x1))(0.12702))(0.05966)))))))(0.32814))(x1))(x1)) | Numero de nos: 28 | Erro: 431461710692352.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(+(x1)(cos(+(0.16074)(sin(+(sin(+(/(cos(sin(-(/(x1)(x1))(0.12513))))(0.98755))(0.19175)))(0.30052))))))))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 430103494393856.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(+(x1)(sin(sqrt(*(-(/(cos(+(cos(-(sqrt(sqrt(x1)))(0.72674)))(x1)))(cos(0.33772)))(x1))(0.05838)))))))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 430106413629440.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(+(x1)(sin(sqrt(*(-(/(cos(sin(sqrt(sin(sin(sqrt(sin(0.32685))))))))(cos(0.33772)))(x1))(0.05838)))))))(0.32814))(x1))(x1)) | Numero de nos: 29 | Erro: 430106380075008.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(/(-(+(x1)(x1))(0.12702))(x1)))))))(0.32814))(x1))(x1)) | Numero de nos: 24 | Erro: 431453254975488.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(/(-(+(x1)(x1))(0.12702))(x1)))))))(0.32814))(x1))(x1)) | Numero de nos: 24 | Erro: 431453254975488.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(/(-(+(x1)(x1))(0.12702))(x1)))))))(0.32814))(x1))(x1)) | Numero de nos: 24 | Erro: 431453254975488.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 11 | Erro: 430102923968512.0000000000000000000000000 |
MELHOR: (-(*(/(+(x1)(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 11 | Erro: 430102923968512.0000000000000000000000000 |
MELHOR: (-(*(/(+(sin(-(+(*(sqrt(x1))(sin(/(cos(cos(/(x1)(-(-(x1)(0.57686))(0.18403)))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431455234686976.0000000000000000000000000 |
MELHOR: (-(*(/(+(sin(-(+(*(0.15104)(sin(/(cos(cos(/(x1)(-(-(x1)(0.57686))(0.18403)))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 29 | Erro: 431454999805952.0000000000000000000000000 |
MELHOR: (-(*(/(+(sin(-(+(*(sqrt(x1))(sin(/(cos(cos(/(x1)(-(-(x1)(0.57686))(0.18403)))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431455234686976.0000000000000000000000000 |

POPULACAO FINAL 
(-(*(/(+(x1)(+(x1)(cos(cos(*(x1)(+(cos(sin(sin(+(x1)(/(-(+(0.79107)(x1))(0.12702))(0.05966))))))(0.13364)))))))(0.32814))(x1))(x1)) | Numero de nos: 28 | Erro: 431459730980864.0000000000000000000000000 |
(-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(+(cos(+(0.32814)(/(-(+(sqrt(x1))(x1))(0.12702))(0.05966))))(x1)))))))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431458120368128.0000000000000000000000000 |
(-(*(/(+(sin(-(/(*(*(x1)(x1))(*(cos(0.23676))(0.65850)))(+(0.31193)(sin(/(sqrt(x1))(0.83792)))))(sqrt(x1))))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431459563208704.0000000000000000000000000 |
(-(*(/(+(sin(-(+(*(x1)(sin(/(cos(cos(/(x1)(cos(-(-(0.52538)(x1))(0.29511))))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431456811745280.0000000000000000000000000 |
(-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(+(cos(sin(+(x1)(/(-(+(0.79107)(x1))(0.05966))(0.05966)))))(0.13364)))))))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431455335350272.0000000000000000000000000 |
(-(*(/(+(x1)(+(x1)(cos(cos(*(x1)(+(cos(sin(+(0.32814)(/(-(+(sqrt(x1))(x1))(0.12702))(0.05966)))))(0.13364)))))))(0.32814))(x1))(x1)) | Numero de nos: 28 | Erro: 431457583497216.0000000000000000000000000 |
(-(*(/(+(sin(-(+(*(sqrt(x1))(sin(/(cos(cos(/(x1)(-(-(x1)(0.57686))(0.18403)))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431455234686976.0000000000000000000000000 |
(-(*(/(+(x1)(+(x1)(cos(cos(*(*(0.14216)(sqrt(x1)))(+(cos(sin(+(x1)(/(-(+(0.79107)(x1))(0.05966))(0.05966)))))(0.13364)))))))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431455335350272.0000000000000000000000000 |
(-(*(+(sin(-(+(*(sqrt(x1))(sin(/(cos(cos(/(x1)(-(-(x1)(0.57686))(0.18403)))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(x1))(sin(cos(0.44066)))) | Numero de nos: 30 | Erro: 433282911043584.0000000000000000000000000 |
(-(*(*(cos(sin(sqrt(/(sqrt(-(0.95892)(+(0.38166)(-(*(*(/(*(-(0.90692)(x1))(x1))(sqrt(x1)))(0.88879))(x1))(0.99606)))))(0.55974)))))(x1))(x1))(x1)) | Numero de nos: 30 | Erro: 433899104632832.0000000000000000000000000 |

*MELHOR: (-(*(/(+(sin(-(+(*(sqrt(x1))(sin(/(cos(cos(/(x1)(-(-(x1)(0.57686))(0.18403)))))(x1))))(0.02405))(x1)))(+(x1)(x1)))(0.32814))(x1))(x1)) | Numero de nos: 30 | Erro: 431455234686976.0000000000000000000000000 |

