Seed 1: 
(cos (0.19330)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(sqrt (-(sqrt (*(/(x1)(-(0.46168)(0.16016)))(/(x1)(-(x1)(sin (*(/(x1)(cos (sqrt (/(0.56630)(x1)))))(cos (x1))))))))(-(sqrt (0.99234))(+(0.50453)(x1))))) | Numero de nos: 30 | Erro = 434175492489216.0000000000000000000000000  
(*(*(-(sqrt (*(/(0.03006)(+(x1)(0.50713)))(/(-(0.18720)(sqrt (0.46168)))(x1))))(-(sqrt (0.06427))(+(0.50453)(x1))))(x1))(*(+(x1)(x1))(+(0.79653)(x1)))) | Numero de nos: 30 | Erro = 432816068231168.0000000000000000000000000  
(*(*(x1)(x1))(*(+(0.03006)(-(sqrt (*(/(x1)(+(0.03006)(0.46168)))(/(x1)(-(0.66118)(x1)))))(-(sqrt (0.99234))(+(0.50453)(x1)))))(+(x1)(0.46168)))) | Numero de nos: 29 | Erro = 8316737552384.0000000000000000000000000  
(*(*(x1)(x1))(*(+(0.03006)(x1))(+(0.50453)(x1)))) | Numero de nos: 11 | Erro = 48368193536.0000000000000000000000000  
(*(*(-(sqrt (*(/(0.49422)(/(cos (x1))(0.25370)))(/(x1)(-(0.66118)(x1)))))(-(sqrt (0.55025))(+(0.50453)(x1))))(x1))(*(+(0.03006)(x1))(+(0.79653)(x1)))) | Numero de nos: 30 | Erro = 59670642688.0000000000000000000000000  
(*(*(-(sqrt (*(/(0.03006)(sqrt (x1)))(/(-(x1)(sqrt (0.46168)))(x1))))(-(sqrt (0.66118))(sqrt (x1))))(x1))(*(+(0.03006)(x1))(+(x1)(cos (x1))))) | Numero de nos: 29 | Erro = 387406788296704.0000000000000000000000000  
(*(*(-(sqrt (*(/(0.66118)(-(0.79653)(0.71538)))(/(x1)(-(x1)(sqrt (0.06308))))))(-(sqrt (0.99234))(+(0.50453)(x1))))(x1))(*(+(0.03006)(x1))(+(0.56520)(x1)))) | Numero de nos: 30 | Erro = 855787503616.0000000000000000000000000  
(*(*(-(sqrt (*(0.24931)(/(x1)(-(0.46168)(x1)))))(-(sqrt (0.99234))(+(0.50453)(x1))))(x1))(*(x1)(+(x1)(0.46168)))) | Numero de nos: 23 | Erro = 266871280.0000000000000000000000000  
(*(*(-(sqrt (*(/(sqrt (x1))(0.01016))(+(+(0.09507)(cos (0.69897)))(cos (0.21339)))))(-(sqrt (0.99234))(+(0.50453)(x1))))(x1))(*(+(0.03006)(x1))(+(x1)(0.03006)))) | Numero de nos: 30 | Erro = 130838243049472.0000000000000000000000000  
(*(*(sqrt (+(-(-(x1)(x1))(0.62642))(/(*(x1)(sin (x1)))(/(*(cos (cos (x1)))(x1))(x1)))))(x1))(*(+(0.03006)(x1))(+(x1)(cos (x1))))) | Numero de nos: 30 | Erro = 437476946608128.0000000000000000000000000  
(*(*(x1)(x1))(*(+(+(0.03006)(x1))(x1))(+(0.79653)(x1)))) | Numero de nos: 13 | Erro = 433746733957120.0000000000000000000000000  
(*(*(-(sqrt (*(/(x1)(-(0.79653)(x1)))(/(x1)(-(0.66118)(x1)))))(-(sqrt (0.99234))(+(0.50453)(x1))))(x1))(*(0.03006)(+(x1)(0.46168)))) | Numero de nos: 27 | Erro = 434197336424448.0000000000000000000000000  
(sin (sin (cos (*(0.47920)(*(sin (sin (+(/(0.61519)(0.73815))(cos (sin (-(/(x1)(0.81091))(/(sin (x1))(sin (sin (cos (*(-(0.04254)(x1))(x1))))))))))))(x1)))))) | Numero de nos: 30 | Erro = 434176599785472.0000000000000000000000000  
(*(*(-(sqrt (*(/(x1)(-(0.66118)(x1)))(/(-(sin (x1))(x1))(x1))))(-(sin (0.99979))(+(0.50453)(x1))))(x1))(*(-(0.81448)(x1))(+(0.79653)(x1)))) | Numero de nos: 30 | Erro = 1736331260592128.0000000000000000000000000  

MELHOR: (*(*(-(sqrt (*(/(x1)(-(0.81448)(x1)))(/(x1)(-(0.66118)(x1)))))(-(sqrt (0.99234))(+(0.50453)(x1))))(x1))(*(+(0.03006)(x1))(+(x1)(0.46168)))) | Numero de nos: 29 | Erro = 1344.7478027343750000000000000  

Seed 3: 
(/(cos (sqrt (-(*(sqrt (0.71728))(-(+(+(+(x1)(x1))(cos (cos (sin (cos (*(0.68526)(+(/(x1)(cos (0.57677)))(sqrt (0.95315)))))))))(x1))(x1)))(0.63762))))(x1)) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(+(cos (*(sin (sin (/(/(cos (sqrt (x1)))(cos (cos (0.17469))))(sin (sqrt (-(cos (cos (-(x1)(-(sqrt (+(x1)(x1)))(cos (x1))))))(x1)))))))(0.29981)))(0.17652)) | Numero de nos: 30 | Erro = 434176297795584.0000000000000000000000000  
(/(sqrt (0.96335))(x1)) | Numero de nos: 4 | Erro = 434176633339904.0000000000000000000000000  
(-(x1)(cos (/(*(0.77779)(0.66417))(0.33021)))) | Numero de nos: 8 | Erro = 434176901775360.0000000000000000000000000  
(sin (+(*(+(sin (cos (*(x1)(0.27268))))(-(x1)(x1)))(/(x1)(+(-(*(sqrt (*(cos (x1))(sqrt (-(0.12641)(0.92035)))))(0.48085))(sqrt (0.07685)))(x1))))(x1))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(sqrt (+(cos (-(sin (x1))(-(0.66051)(sqrt (sin (+(+(cos (sin (-(/(*(cos (x1))(sqrt (+(/(0.37342)(x1))(x1))))(x1))(x1))))(0.53038))(x1)))))))(x1))) | Numero de nos: 30 | Erro = 434175693815808.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(sqrt (sin (x1))) | Numero de nos: 3 | Erro = 434176398458880.0000000000000000000000000  
(sqrt (-(x1)(x1))) | Numero de nos: 4 | Erro = 434176633339904.0000000000000000000000000  
(sqrt (sqrt (0.81930))) | Numero de nos: 3 | Erro = 434176364904448.0000000000000000000000000  
(sqrt (-(-(0.68102)(/(sin (cos (cos (x1))))(/(*(sqrt (0.92270))(0.05228))(sqrt (cos (+(x1)(+(x1)(+(cos (*(/(x1)(sqrt (0.24796)))(x1)))(x1)))))))))(x1))) | Numero de nos: 30 | Erro = 434175794479104.0000000000000000000000000  
(sin (/(cos (cos (sin (x1))))(0.68175))) | Numero de nos: 7 | Erro = 434176364904448.0000000000000000000000000  
(cos (sin (sqrt (cos (+(cos (+(-(cos (sin (sqrt (sqrt (0.76464)))))(sqrt (/(0.98617)(*(+(/(x1)(+(cos (0.84387))(x1)))(0.56407))(-(x1)(x1))))))(x1)))(x1)))))) | Numero de nos: 30 | Erro = 434176432013312.0000000000000000000000000  
(sqrt (sqrt (-(+(-(/(-(-(-(0.27125)(x1))(cos (cos (sqrt (sqrt (sqrt (0.89511)))))))(x1))(x1))(-(-(/(+(0.56938)(x1))(0.38337))(x1))(0.37120)))(x1))(0.87005)))) | Numero de nos: 30 | Erro = 434176230686720.0000000000000000000000000  
(sqrt (+(-(sqrt (/(0.98169)(sqrt (sqrt (x1)))))(*(x1)(0.72103)))(*(x1)(+(sqrt (-(sin (*(-(x1)(/(x1)(/(0.53615)(x1))))(0.77776)))(sqrt (x1))))(0.84039))))) | Numero de nos: 30 | Erro = 434175593152512.0000000000000000000000000  
(+(cos (*(*(0.68877)(sin (sqrt (cos (-(-(sqrt (+(cos (x1))(x1)))(sqrt (/(+(/(+(0.69680)(sqrt (0.75066)))(x1))(sqrt (0.68712)))(x1))))(0.56017))))))(x1)))(0.28980)) | Numero de nos: 30 | Erro = 434176532676608.0000000000000000000000000  
(sin (/(+(cos (-(/(+(+(+(+(/(cos (sin (+(+(+(0.93808)(0.49052))(0.90558))(0.09598))))(cos (0.54698)))(x1))(x1))(x1))(x1))(x1))(x1)))(0.41774))(x1))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(0.27323) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(*(/(cos (sqrt (x1)))(-(-(sin (+(*(*(sqrt (-(*(-(+(sin (sin (0.93686)))(0.52998))(x1))(0.92068))(x1)))(0.21482))(x1))(0.28040)))(0.14048))(cos (0.18152))))(x1)) | Numero de nos: 30 | Erro = 434177203765248.0000000000000000000000000  
(cos (0.24964)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(+(sin (+(0.60262)(*(/(cos (sin (x1)))(-(-(+(-(/(+(-(+(cos (x1))(sqrt (0.11991)))(0.04682))(0.60121))(x1))(0.31071))(0.91543))(x1))(0.32353)))(x1))))(0.56780)) | Numero de nos: 30 | Erro = 434176566231040.0000000000000000000000000  
(/(+(x1)(*(x1)(0.86004)))(sin (*(x1)(+(sqrt (/(0.97900)(0.14521)))(*(cos (cos (x1)))(x1)))))) | Numero de nos: 19 | Erro = 434181129633792.0000000000000000000000000  
(sin (x1)) | Numero de nos: 2 | Erro = 434176633339904.0000000000000000000000000  
(/(+(sin (0.28455))(+(0.98883)(sqrt (*(x1)(sqrt (-(-(0.99750)(cos (x1)))(x1)))))))(-(cos (cos (cos (cos (/(0.77990)(sin (-(-(0.45485)(0.58919))(x1))))))))(x1))) | Numero de nos: 30 | Erro = 434176666894336.0000000000000000000000000  
(cos (0.29820)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(sin (sqrt (sin (sqrt (sqrt (0.72237)))))) | Numero de nos: 6 | Erro = 434176398458880.0000000000000000000000000  
(*(0.77447)(sqrt (sqrt (+(sin (cos (-(-(-(*(-(-(cos (x1))(-(/(+(cos (sqrt (x1)))(x1))(0.75842))(x1)))(0.88723))(x1))(0.39991))(0.62526))(x1))))(0.20041))))) | Numero de nos: 30 | Erro = 434176398458880.0000000000000000000000000  
(*(*(0.60393)(-(/(*(sin (*(+(/(sin (/(/(x1)(0.36299))(cos (x1))))(*(x1)(sin (x1))))(sin (/(0.95575)(x1))))(x1)))(0.84423))(x1))(0.41783)))(x1)) | Numero de nos: 30 | Erro = 434176465567744.0000000000000000000000000  
(sqrt (sin (+(0.07727)(sin (*(sqrt (-(-(+(*(+(0.37263)(sin (+(-(0.39482)(cos (x1)))(sqrt (/(x1)(-(x1)(0.93677)))))))(0.79699))(0.44758))(0.53493))(0.32853)))(x1)))))) | Numero de nos: 30 | Erro = 434176432013312.0000000000000000000000000  
(sin (x1)) | Numero de nos: 2 | Erro = 434176633339904.0000000000000000000000000  
(+(/(0.90329)(/(/(*(sin (/(sqrt (x1))(0.83663)))(cos (cos (0.39952))))(+(cos (*(sin (x1))(x1)))(*(/(0.46699)(x1))(cos (-(x1)(x1))))))(x1)))(x1)) | Numero de nos: 30 | Erro = 434177405091840.0000000000000000000000000  
(sqrt (cos (x1))) | Numero de nos: 3 | Erro = 434176432013312.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(0.62401) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(+(0.23295)(*(-(sin (x1))(cos (x1)))(*(-(sqrt (+(sin (/(*(+(cos (cos (*(x1)(/(0.18455)(sqrt (0.46245))))))(x1))(0.09903))(0.92093)))(0.01401)))(0.61876))(0.10373)))) | Numero de nos: 30 | Erro = 434176532676608.0000000000000000000000000  
(cos (/(*(+(/(-(*(-(sqrt (sin (*(*(sin (sin (x1)))(sin (cos (0.53529))))(*(+(0.18647)(0.07053))(0.60500)))))(x1))(0.19694))(x1))(x1))(x1))(x1))(0.54436))) | Numero de nos: 30 | Erro = 434176633339904.0000000000000000000000000  
(sin (sin (0.67034))) | Numero de nos: 3 | Erro = 434176532676608.0000000000000000000000000  
(*(sqrt (-(+(/(0.94891)(x1))(x1))(*(cos (0.50865))(sqrt (/(sqrt (cos (0.81188)))(*(x1)(sqrt (+(*(cos (+(sin (x1))(x1)))(x1))(0.91977)))))))))(x1)) | Numero de nos: 29 | Erro = 434149387141120.0000000000000000000000000  
(0.27958) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(/(x1)(sqrt (+(0.55345)(*(*(cos (+(0.49245)(/(-(cos (x1))(sin (cos (0.37956))))(-(sqrt (/(+(sqrt (-(x1)(x1)))(0.16404))(x1)))(0.57216)))))(0.72744))(0.17200))))) | Numero de nos: 30 | Erro = 434176868220928.0000000000000000000000000  
(/(-(x1)(0.89596))(-(cos (0.73617))(cos (sqrt (/(0.31739)(/(sin (*(sqrt (-(sqrt (sin (+(+(-(/(x1)(0.01373))(0.13010))(x1))(0.03592))))(x1)))(0.46025)))(0.03912))))))) | Numero de nos: 30 | Erro = 434223810871296.0000000000000000000000000  
(x1) | Numero de nos: 1 | Erro = 434176901775360.0000000000000000000000000  
(-(/(cos (x1))(/(sqrt (0.02902))(sin (*(sqrt (cos (sin (*(0.77398)(sqrt (/(-(/(sqrt (/(sin (-(x1)(0.98209)))(x1)))(x1))(0.68642))(0.73934)))))))(0.36995)))))(0.48302)) | Numero de nos: 30 | Erro = 434176734003200.0000000000000000000000000  
(*(cos (sin (cos (sin (0.18418)))))(+(x1)(sin (cos (+(cos (0.66204))(-(+(*(sqrt (x1))(x1))(0.76727))(+(cos (x1))(sin (x1))))))))) | Numero de nos: 25 | Erro = 434176734003200.0000000000000000000000000  
(0.18229) | Numero de nos: 1 | Erro = 434176599785472.0000000000000000000000000  
(-(-(x1)(+(sqrt (0.19672))(sin (0.38606))))(sqrt (x1))) | Numero de nos: 10 | Erro = 434178109734912.0000000000000000000000000  
(-(-(x1)(/(-(+(+(-(+(x1)(-(+(/(/(sqrt (/(x1)(0.86349)))(cos (sqrt (x1))))(0.21546))(x1))(0.53499)))(0.40080))(x1))(0.23435))(0.45158))(0.48939)))(0.37367)) | Numero de nos: 30 | Erro = 434184619294720.0000000000000000000000000  
(sqrt (cos (x1))) | Numero de nos: 3 | Erro = 434176432013312.0000000000000000000000000  
(+(sqrt (sqrt (sqrt (x1))))(-(x1)(-(+(cos (*(x1)(*(sin (*(x1)(sin (*(*(x1)(-(sin (sin (sqrt (x1))))(0.26264)))(x1)))))(0.88073))))(0.20994))(0.06842)))) | Numero de nos: 30 | Erro = 434176566231040.0000000000000000000000000  
(sin (*(sqrt (sqrt (/(0.16550)(*(x1)(sin (0.03168))))))(cos (+(+(+(*(cos (sin (0.41111)))(0.59441))(sin (sin (/(*(x1)(*(x1)(x1)))(x1)))))(x1))(x1))))) | Numero de nos: 30 | Erro = 434176566231040.0000000000000000000000000  
(/(cos (-(0.29902)(x1)))(sqrt (-(0.43187)(x1)))) | Numero de nos: 9 | Erro = 434176633339904.0000000000000000000000000  
(cos (+(-(0.05564)(x1))(cos (0.47383)))) | Numero de nos: 7 | Erro = 434176633339904.0000000000000000000000000  
(sqrt (+(sin (0.35539))(*(0.89398)(x1)))) | Numero de nos: 7 | Erro = 434175794479104.0000000000000000000000000  
(cos (sqrt (-(0.59200)(x1)))) | Numero de nos: 5 | Erro = 434176465567744.0000000000000000000000000  
(+(+(/(x1)(0.83151))(*(0.19089)(x1)))(cos (sin (x1)))) | Numero de nos: 11 | Erro = 434176935329792.0000000000000000000000000  
(+(+(sqrt (0.74404))(-(x1)(x1)))(sqrt (sqrt (0.28059)))) | Numero de nos: 10 | Erro = 434176230686720.0000000000000000000000000  
(/(cos (sqrt (0.37922)))(cos (sqrt (0.78698)))) | Numero de nos: 7 | Erro = 434176297795584.0000000000000000000000000  
(/(sin (/(0.12186)(0.45689)))(-(sin (0.22391))(+(x1)(0.70394)))) | Numero de nos: 11 | Erro = 434176633339904.0000000000000000000000000  
(*(*(+(x1)(0.53307))(cos (0.91922)))(+(*(x1)(0.91024))(cos (0.97119)))) | Numero de nos: 13 | Erro = 433930243145728.0000000000000000000000000  
(-(+(sqrt (0.75021))(+(0.84954)(x1)))(sqrt (+(x1)(0.70571)))) | Numero de nos: 11 | Erro = 434177405091840.0000000000000000000000000  
(-(/(/(0.20206)(0.01312))(sqrt (x1)))(cos (*(x1)(0.97415)))) | Numero de nos: 11 | Erro = 434174318084096.0000000000000000000000000  
(cos (-(+(x1)(x1))(/(x1)(x1)))) | Numero de nos: 8 | Erro = 434176633339904.0000000000000000000000000  
(+(-(sin (0.63955))(-(x1)(0.69353)))(-(cos (x1))(+(0.41823)(0.64592)))) | Numero de nos: 13 | Erro = 434176130023424.0000000000000000000000000  
(/(sin (+(0.50069)(x1)))(cos (-(0.39415)(x1)))) | Numero de nos: 9 | Erro = 434176700448768.0000000000000000000000000  
(cos (+(*(0.38029)(x1))(-(0.64522)(0.00089)))) | Numero de nos: 8 | Erro = 434176532676608.0000000000000000000000000  
(sqrt (*(+(x1)(0.37287))(cos (0.40806)))) | Numero de nos: 7 | Erro = 434175794479104.0000000000000000000000000  
(sin (sqrt (cos (0.06146)))) | Numero de nos: 4 | Erro = 434176364904448.0000000000000000000000000  
(cos (sqrt (cos (0.70812)))) | Numero de nos: 4 | Erro = 434176499122176.0000000000000000000000000  
(sqrt (sqrt (*(0.07651)(x1)))) | Numero de nos: 5 | Erro = 434176331350016.0000000000000000000000000  
(*(/(sin (0.87274))(/(0.26450)(0.65862)))(-(-(x1)(x1))(sin (x1)))) | Numero de nos: 13 | Erro = 434176633339904.0000000000000000000000000  
(/(*(/(x1)(x1))(-(x1)(0.07312)))(*(*(x1)(0.87423))(-(0.94885)(x1)))) | Numero de nos: 15 | Erro = 434176633339904.0000000000000000000000000  
(cos (*(cos (x1))(sqrt (x1)))) | Numero de nos: 6 | Erro = 434176599785472.0000000000000000000000000  
(+(-(*(0.73772)(0.86944))(/(x1)(x1)))(*(sqrt (0.31791))(-(x1)(x1)))) | Numero de nos: 14 | Erro = 434176700448768.0000000000000000000000000  
(sin (sin (+(x1)(x1)))) | Numero de nos: 5 | Erro = 434176633339904.0000000000000000000000000  
(-(+(*(x1)(x1))(*(x1)(0.29597)))(*(sqrt (0.27372))(sin (x1)))) | Numero de nos: 13 | Erro = 433730258731008.0000000000000000000000000  
(cos (sin (+(0.69539)(x1)))) | Numero de nos: 5 | Erro = 434176432013312.0000000000000000000000000  
(/(+(*(x1)(x1))(+(x1)(x1)))(+(sin (x1))(*(x1)(0.14670)))) | Numero de nos: 14 | Erro = 434175727370240.0000000000000000000000000  
(*(sqrt (sqrt (x1)))(+(*(x1)(x1))(cos (x1)))) | Numero de nos: 10 | Erro = 433398103408640.0000000000000000000000000  
(sqrt (-(*(0.98282)(0.10413))(sqrt (x1)))) | Numero de nos: 7 | Erro = 434176364904448.0000000000000000000000000  
(cos (cos (cos (x1)))) | Numero de nos: 4 | Erro = 434176465567744.0000000000000000000000000  
(-(/(+(x1)(x1))(+(x1)(x1)))(cos (+(0.27534)(0.09369)))) | Numero de nos: 12 | Erro = 434176633339904.0000000000000000000000000  
(/(-(cos (x1))(cos (0.41118)))(sqrt (sin (x1)))) | Numero de nos: 9 | Erro = 434176868220928.0000000000000000000000000  
(sin (*(-(x1)(x1))(/(0.46141)(x1)))) | Numero de nos: 8 | Erro = 434176633339904.0000000000000000000000000  
(/(sqrt (cos (x1)))(*(sin (0.57417))(sin (x1)))) | Numero de nos: 9 | Erro = 434176398458880.0000000000000000000000000  
(sqrt (+(cos (0.81780))(*(x1)(x1)))) | Numero de nos: 7 | Erro = 434166164357120.0000000000000000000000000  
(-(sin (cos (x1)))(-(cos (0.28855))(sin (x1)))) | Numero de nos: 9 | Erro = 434176834666496.0000000000000000000000000  
(/(sin (+(0.59954)(x1)))(sqrt (sin (0.39082)))) | Numero de nos: 8 | Erro = 434176599785472.0000000000000000000000000  
(cos (-(sin (0.33927))(sqrt (x1)))) | Numero de nos: 6 | Erro = 434176432013312.0000000000000000000000000  
(sin (+(sin (x1))(cos (0.34843)))) | Numero de nos: 6 | Erro = 434176465567744.0000000000000000000000000  
(+(cos (sqrt (x1)))(cos (*(0.36543)(x1)))) | Numero de nos: 8 | Erro = 434176432013312.0000000000000000000000000  
(*(sqrt (+(0.45689)(x1)))(cos (sin (x1)))) | Numero de nos: 8 | Erro = 434175861587968.0000000000000000000000000  
(sin (/(cos (0.49745))(sin (0.52312)))) | Numero de nos: 6 | Erro = 434176364904448.0000000000000000000000000  
(-(cos (+(x1)(0.11240)))(*(cos (0.75076))(*(0.04831)(0.36912)))) | Numero de nos: 11 | Erro = 434176666894336.0000000000000000000000000  
(cos (sin (-(0.10874)(x1)))) | Numero de nos: 5 | Erro = 434176465567744.0000000000000000000000000  
(*(*(/(0.76376)(0.59023))(sin (x1)))(*(/(0.47014)(x1))(sqrt (x1)))) | Numero de nos: 13 | Erro = 434176633339904.0000000000000000000000000  
(sqrt (/(*(x1)(x1))(/(x1)(0.55769)))) | Numero de nos: 8 | Erro = 434175861587968.0000000000000000000000000  
(*(+(+(0.29270)(x1))(sin (0.23640)))(+(-(0.47853)(x1))(+(0.59014)(0.70730)))) | Numero de nos: 14 | Erro = 434623611928576.0000000000000000000000000  
(sin (sin (sqrt (0.85342)))) | Numero de nos: 4 | Erro = 434176499122176.0000000000000000000000000  
(-(+(/(0.67547)(0.17066))(+(x1)(0.83392)))(+(cos (x1))(+(0.00131)(x1)))) | Numero de nos: 14 | Erro = 434175324717056.0000000000000000000000000  
(+(+(cos (x1))(cos (x1)))(/(-(0.64278)(x1))(-(0.69811)(x1)))) | Numero de nos: 13 | Erro = 434176331350016.0000000000000000000000000  

POPULACAO FINAL 
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(x1)))) | Numero de nos: 19 | Erro = 224026902528.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(*(x1)(x1))))))(+(x1)(/(+(x1)(/(+(x1)(/(0.34327)(x1)))(x1)))(x1))))) | Numero de nos: 30 | Erro = 100.7090301513671900000000000  
(*(*(x1)(x1))(+(*(x1)(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 27 | Erro = 436855216537600.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (+(*(x1)(0.71371))(cos (0.92431)))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 4360270394687488.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(sin (0.02680))(+(x1)(cos (0.03104))))))(+(x1)(cos (-(sqrt (+(sqrt (x1))(+(0.69985)(0.64058))))(cos (x1))))))) | Numero de nos: 30 | Erro = 7619744966377472.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(sqrt (sqrt (x1))))) | Numero de nos: 19 | Erro = 216333156352.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(/(*(x1)(0.73946))(-(x1)(+(x1)(0.56404))))(x1))))) | Numero de nos: 29 | Erro = 667939968.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(sin (x1))(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 30 | Erro = 7650406201032704.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(*(x1)(x1))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 30 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(*(x1)(x1))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 30 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(*(x1)(x1))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 30 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(sin (x1))))))(+(x1)(/(+(x1)(0.42637))(x1))))) | Numero de nos: 23 | Erro = 26146246754304.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 29 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(*(x1)(x1))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(x1)))(x1))))) | Numero de nos: 30 | Erro = 1.0332689285278320000000000  
(*(*(x1)(x1))(+(*(*(x1)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(*(/(*(sqrt (x1))(/(0.58342)(0.76330)))(sin (sin (0.34681))))(0.75301))))) | Numero de nos: 30 | Erro = 6057627136.0000000000000000000000000  
(*(*(x1)(x1))(-(*(sin (-(sqrt (*(/(+(+(cos (-(cos (-(x1)(cos (+(x1)(0.39299)))))(0.01971)))(x1))(x1))(x1))(x1)))(0.56691)))(x1))(0.12271))) | Numero de nos: 30 | Erro = 434476576407552.0000000000000000000000000  
(*(*(x1)(x1))(+(*(*(x1)(0.97629))(sqrt (-(x1)(+(x1)(x1)))))(+(x1)(cos (-(sqrt (+(sqrt (x1))(+(0.69985)(0.64058))))(cos (x1))))))) | Numero de nos: 28 | Erro = 501003874992128.0000000000000000000000000  
(*(cos (sqrt (0.41761)))(+(*(*(0.64431)(x1))(sqrt (-(x1)(+(x1)(cos (0.03104))))))(+(x1)(/(+(x1)(/(+(x1)(/(x1)(x1)))(0.05985)))(x1))))) | Numero de nos: 29 | Erro = 434173579886592.0000000000000000000000000  
