Seed 1: 
(cos (0.19330)) | Numero de nos: 2 | Erro = 434176364904448.0000000000000000000000000  
(cos (sqrt (cos (x1)))) | Numero de nos: 4 | Erro = 434176465567744.0000000000000000000000000  
(/(-(*(sqrt (/(/(-(cos (-(cos (-(sqrt (sin (x1)))(/(0.47859)(0.78878))))(/(0.40761)(0.65261))))(-(x1)(0.27399)))(*(0.90735)(x1)))(x1)))(x1))(x1))(x1)) | Numero de nos: 30 | Erro = 434176700448768.0000000000000000000000000  
(-(sin (/(x1)(cos (sin (cos (cos (/(*(-(*(*(/(cos (/(*(sqrt (+(0.35298)(x1)))(0.14432))(x1)))(x1))(x1))(x1))(0.60488))(x1))(x1))))))))(x1)) | Numero de nos: 30 | Erro = 434176230686720.0000000000000000000000000  
(cos (-(+(x1)(sin (+(sin (+(sin (*(x1)(-(*(cos (/(*(+(x1)(+(cos (x1))(sin (x1))))(x1))(x1)))(x1))(0.93683))))(0.56807)))(x1))))(0.30589))) | Numero de nos: 30 | Erro = 434176666894336.0000000000000000000000000  
(sin (+(/(*(sqrt (+(sin (cos (+(+(/(0.39933)(-(+(x1)(cos (sqrt (cos (cos (cos (*(x1)(x1))))))))(0.61785)))(x1))(x1))))(x1)))(x1))(x1))(x1))) | Numero de nos: 30 | Erro = 434176599785472.0000000000000000000000000  
(/(x1)(0.47346)) | Numero de nos: 3 | Erro = 434177337982976.0000000000000000000000000  
(-(sin (*(/(sqrt (sin (cos (*(*(*(*(-(*(cos (0.13501))(*(-(cos (sqrt (x1)))(x1))(x1)))(x1))(0.09778))(0.91992))(x1))(x1)))))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 434175995805696.0000000000000000000000000  
(0.16968) | Numero de nos: 1 | Erro = 434176599785472.0000000000000000000000000  
(0.31516) | Numero de nos: 1 | Erro = 434176532676608.0000000000000000000000000  
(-(x1)(+(sqrt (sin (/(+(*(cos (+(0.94925)(*(sin (-(cos (cos (/(x1)(0.90606))))(0.22517)))(-(0.42152)(0.02618)))))(sin (0.48445)))(+(0.28428)(x1)))(x1))))(x1))) | Numero de nos: 30 | Erro = 434176834666496.0000000000000000000000000  
(sin (sin (sin (+(sin (/(*(x1)(sqrt (/(0.46031)(-(sqrt (*(*(cos (0.65871))(sin (0.33326)))(/(0.11649)(0.11786))))(/(/(x1)(x1))(0.54329))))))(cos (x1))))(0.64077))))) | Numero de nos: 30 | Erro = 434176566231040.0000000000000000000000000  
(cos (sin (cos (x1)))) | Numero de nos: 4 | Erro = 434176364904448.0000000000000000000000000  
(+(sqrt (*(-(/(sqrt (*(sqrt (-(sqrt (/(cos (cos (cos (sqrt (sin (+(+(*(0.93689)(x1))(x1))(0.35618)))))))(x1)))(x1)))(0.10892)))(x1))(x1))(x1)))(x1)) | Numero de nos: 30 | Erro = 434176734003200.0000000000000000000000000  
(sin (sqrt (sin (*(sqrt (sqrt (cos (sqrt (*(*(sqrt (0.84237))(sqrt (cos (*(x1)(cos (sqrt (-(-(x1)(sin (sin (x1))))(cos (*(0.66994)(0.66683))))))))))(x1))))))(0.11045))))) | Numero de nos: 30 | Erro = 434176532676608.0000000000000000000000000  
(+(-(-(sqrt (sqrt (+(cos (sin (0.40175)))(sin (sqrt (sin (0.40706)))))))(-(sin (cos (sin (sin (x1)))))(0.42936)))(+(sqrt (0.46840))(*(+(x1)(0.60448))(cos (0.15769)))))(0.30049)) | Numero de nos: 30 | Erro = 434176197132288.0000000000000000000000000  
(*(-(x1)(0.91391))(sin (sqrt (-(0.75884)(sqrt (/(sqrt (0.74407))(-(sin (sin (0.87716)))(sqrt (0.75555))))))))) | Numero de nos: 18 | Erro = 434177136656384.0000000000000000000000000  
(+(/(*(*(*(*(/(*(/(0.83111)(cos (sqrt (sin (0.66668)))))(+(sqrt (cos (sqrt (0.17011))))(*(0.44548)(sin (0.07041)))))(x1))(x1))(x1))(x1))(x1))(x1))(0.45964)) | Numero de nos: 30 | Erro = 433657110069248.0000000000000000000000000  
(sin (*(+(cos (/(-(sqrt (x1))(0.23133))(-(*(sin (-(+(0.40452)(/(*(cos (cos (/(x1)(0.39970))))(sqrt (0.39216)))(0.75918)))(x1)))(x1))(x1))))(x1))(0.97381))) | Numero de nos: 30 | Erro = 434176599785472.0000000000000000000000000  
(/(/(/(0.79113)(0.77935))(x1))(0.08969)) | Numero de nos: 7 | Erro = 434176633339904.0000000000000000000000000  
(/(-(x1)(+(/(*(sqrt (-(+(-(/(+(sqrt (0.22562))(0.93851))(/(-(sin (sqrt (cos (x1))))(0.24485))(0.91092)))(0.27790))(0.44954))(0.13501)))(0.97946))(0.28217))(x1)))(0.79171)) | Numero de nos: 30 | Erro = 434178344615936.0000000000000000000000000  
(sqrt (sqrt (x1))) | Numero de nos: 3 | Erro = 434176230686720.0000000000000000000000000  
(sin (0.29832)) | Numero de nos: 2 | Erro = 434176532676608.0000000000000000000000000  
(sin (cos (sqrt (x1)))) | Numero de nos: 4 | Erro = 434176532676608.0000000000000000000000000  
(cos (sin (/(x1)(*(*(sqrt (*(sqrt (sin (x1)))(+(x1)(cos (x1)))))(/(-(cos (sqrt (x1)))(+(sin (sqrt (*(sqrt (x1))(x1))))(x1)))(x1)))(0.98959))))) | Numero de nos: 30 | Erro = 434176465567744.0000000000000000000000000  
(/(+(/(x1)(sqrt (+(*(x1)(sqrt (sqrt (sqrt (cos (sqrt (0.93939)))))))(cos (sqrt (*(sin (-(x1)(*(cos (0.65319))(*(cos (x1))(0.50752)))))(x1)))))))(x1))(0.72613)) | Numero de nos: 30 | Erro = 434183377780736.0000000000000000000000000  
(-(sin (sin (+(-(*(-(*(*(cos (0.53182))(x1))(*(cos (sin (/(+(cos (sin (/(x1)(x1))))(x1))(0.41981))))(x1)))(0.70162))(0.54097))(x1))(x1))))(0.87158)) | Numero de nos: 30 | Erro = 434176868220928.0000000000000000000000000  
(+(x1)(*(sqrt (+(cos (-(-(/(/(sin (+(*(sqrt (sqrt (/(cos (cos (/(x1)(0.76748))))(0.70168))))(0.36558))(x1)))(x1))(0.32359))(0.93356))(x1)))(x1)))(0.59301))) | Numero de nos: 30 | Erro = 434176398458880.0000000000000000000000000  
(sin (-(/(sin (sqrt (sin (-(x1)(+(sin (+(-(+(sqrt (*(0.87909)(+(cos (sin (/(x1)(0.89492))))(x1))))(0.08066))(x1))(x1)))(x1))))))(x1))(x1))) | Numero de nos: 29 | Erro = 434176566231040.0000000000000000000000000  
(*(0.97656)(+(*(sqrt (-(cos (sin (x1)))(-(sin (0.68096))(+(/(cos (/(-(x1)(sqrt (+(sin (sqrt (cos (x1))))(0.93295))))(0.11563)))(0.07727))(0.45659)))))(0.04117))(0.12323))) | Numero de nos: 30 | Erro = 434176599785472.0000000000000000000000000  
(+(0.52843)(x1)) | Numero de nos: 3 | Erro = 434176801112064.0000000000000000000000000  
(sin (sin (/(x1)(x1)))) | Numero de nos: 5 | Erro = 434176499122176.0000000000000000000000000  
(/(sqrt (*(x1)(x1)))(*(cos (x1))(sin (x1)))) | Numero de nos: 10 | Erro = 434173781213184.0000000000000000000000000  
(sin (sqrt (sqrt (0.76864)))) | Numero de nos: 4 | Erro = 434176398458880.0000000000000000000000000  
(+(-(cos (0.21958))(cos (0.26206)))(sin (sin (x1)))) | Numero de nos: 9 | Erro = 434176633339904.0000000000000000000000000  
(/(sin (+(0.54778)(x1)))(*(cos (x1))(+(0.11747)(0.38505)))) | Numero de nos: 11 | Erro = 434176331350016.0000000000000000000000000  
(sin (/(-(x1)(x1))(/(0.19086)(x1)))) | Numero de nos: 8 | Erro = 434176633339904.0000000000000000000000000  
(*(cos (/(x1)(0.17405)))(sqrt (sin (0.95068)))) | Numero de nos: 8 | Erro = 434176566231040.0000000000000000000000000  
(sin (-(-(x1)(x1))(sqrt (0.17139)))) | Numero de nos: 7 | Erro = 434176700448768.0000000000000000000000000  
(/(-(sin (0.09870))(/(0.27351)(x1)))(-(cos (0.68728))(sin (x1)))) | Numero de nos: 12 | Erro = 434176465567744.0000000000000000000000000  
(sin (/(*(0.30186)(x1))(sin (x1)))) | Numero de nos: 7 | Erro = 434176599785472.0000000000000000000000000  
(+(-(*(x1)(x1))(+(0.66259)(x1)))(sqrt (-(0.46855)(0.93609)))) | Numero de nos: 12 | Erro = 433729554087936.0000000000000000000000000  
(cos (cos (-(0.66301)(0.90261)))) | Numero de nos: 5 | Erro = 434176532676608.0000000000000000000000000  
(sqrt (*(*(x1)(x1))(/(x1)(x1)))) | Numero de nos: 8 | Erro = 434166164357120.0000000000000000000000000  
(/(+(*(x1)(x1))(-(x1)(x1)))(cos (/(x1)(x1)))) | Numero de nos: 12 | Erro = 433350321897472.0000000000000000000000000  
(*(/(cos (x1))(sin (x1)))(cos (*(0.97943)(0.72002)))) | Numero de nos: 10 | Erro = 434176532676608.0000000000000000000000000  
(/(sqrt (*(x1)(x1)))(sin (*(0.56401)(x1)))) | Numero de nos: 9 | Erro = 434186666115072.0000000000000000000000000  
(+(sqrt (cos (0.99152)))(*(-(0.34877)(0.95886))(-(0.79827)(x1)))) | Numero de nos: 11 | Erro = 434176700448768.0000000000000000000000000  
(/(+(-(x1)(x1))(-(x1)(x1)))(-(/(x1)(x1))(/(x1)(x1)))) | Numero de nos: 15 | Erro = 434176364904448.0000000000000000000000000  
(sqrt (/(cos (x1))(sqrt (x1)))) | Numero de nos: 6 | Erro = 434176432013312.0000000000000000000000000  
(/(/(-(0.12815)(x1))(/(x1)(0.51012)))(-(sin (0.98074))(/(x1)(x1)))) | Numero de nos: 14 | Erro = 434175895142400.0000000000000000000000000  
(-(sin (-(0.79690)(x1)))(-(sin (x1))(-(x1)(x1)))) | Numero de nos: 11 | Erro = 434176633339904.0000000000000000000000000  
(sin (-(sqrt (x1))(sqrt (x1)))) | Numero de nos: 6 | Erro = 434176633339904.0000000000000000000000000  
(-(cos (cos (0.15021)))(/(*(x1)(0.07862))(sqrt (0.15928)))) | Numero de nos: 10 | Erro = 434176364904448.0000000000000000000000000  
(cos (cos (sin (0.26167)))) | Numero de nos: 4 | Erro = 434176532676608.0000000000000000000000000  
(*(sqrt (sin (x1)))(+(*(x1)(0.83450))(sqrt (0.15790)))) | Numero de nos: 10 | Erro = 434176935329792.0000000000000000000000000  
(+(/(-(0.73629)(x1))(sin (x1)))(+(*(0.38972)(x1))(cos (0.20472)))) | Numero de nos: 13 | Erro = 434212704354304.0000000000000000000000000  
(*(/(/(0.34748)(x1))(cos (0.07007)))(*(sin (0.20057))(sqrt (x1)))) | Numero de nos: 12 | Erro = 434176633339904.0000000000000000000000000  
(-(+(sqrt (x1))(sqrt (x1)))(cos (-(0.08515)(x1)))) | Numero de nos: 10 | Erro = 434174787846144.0000000000000000000000000  
(cos (+(/(0.55846)(0.18186))(sqrt (0.48949)))) | Numero de nos: 7 | Erro = 434176767557632.0000000000000000000000000  
(-(+(/(x1)(0.53923))(/(x1)(0.67540)))(sqrt (*(0.06372)(x1)))) | Numero de nos: 12 | Erro = 434178143289344.0000000000000000000000000  
(sqrt (+(cos (x1))(sin (0.52705)))) | Numero de nos: 6 | Erro = 434176364904448.0000000000000000000000000  
(-(-(/(0.81326)(x1))(*(0.06195)(0.06995)))(+(-(0.84185)(0.72475))(/(0.42399)(0.75518)))) | Numero de nos: 15 | Erro = 434176767557632.0000000000000000000000000  
(sqrt (-(/(0.39390)(x1))(-(0.06110)(x1)))) | Numero de nos: 8 | Erro = 434175693815808.0000000000000000000000000  
(sin (sin (cos (0.95675)))) | Numero de nos: 4 | Erro = 434176532676608.0000000000000000000000000  
(-(sqrt (sin (0.68831)))(+(*(0.66564)(0.72915))(cos (0.58934)))) | Numero de nos: 10 | Erro = 434176700448768.0000000000000000000000000  
(+(/(cos (0.75805))(cos (x1)))(cos (cos (0.29353)))) | Numero de nos: 9 | Erro = 434176767557632.0000000000000000000000000  
(sin (+(sin (0.59685))(*(0.69832)(0.69124)))) | Numero de nos: 7 | Erro = 434176364904448.0000000000000000000000000  
(*(*(/(x1)(0.17096))(cos (0.62053)))(sin (-(x1)(0.84997)))) | Numero de nos: 11 | Erro = 434177941962752.0000000000000000000000000  
(+(/(sin (x1))(-(0.51271)(0.26136)))(+(/(0.97644)(0.40300))(+(0.61602)(0.99295)))) | Numero de nos: 14 | Erro = 434175526043648.0000000000000000000000000  
(sin (sqrt (/(x1)(x1)))) | Numero de nos: 5 | Erro = 434176364904448.0000000000000000000000000  
(cos (/(sin (x1))(sqrt (x1)))) | Numero de nos: 6 | Erro = 434176398458880.0000000000000000000000000  
(sqrt (sin (/(x1)(x1)))) | Numero de nos: 5 | Erro = 434176364904448.0000000000000000000000000  
(sin (/(sqrt (0.98135))(-(0.95971)(0.31831)))) | Numero de nos: 7 | Erro = 434176364904448.0000000000000000000000000  
(sin (cos (sqrt (x1)))) | Numero de nos: 4 | Erro = 434176532676608.0000000000000000000000000  
(*(cos (-(x1)(x1)))(+(cos (x1))(+(x1)(x1)))) | Numero de nos: 11 | Erro = 434177304428544.0000000000000000000000000  
(+(*(+(0.61840)(x1))(cos (x1)))(+(+(x1)(x1))(*(x1)(x1)))) | Numero de nos: 14 | Erro = 433731366027264.0000000000000000000000000  
(+(/(sqrt (x1))(cos (x1)))(*(-(0.63170)(0.87207))(cos (0.47841)))) | Numero de nos: 12 | Erro = 434177774190592.0000000000000000000000000  
(*(*(*(x1)(x1))(-(x1)(0.48628)))(/(+(0.26029)(x1))(sin (0.80999)))) | Numero de nos: 14 | Erro = 64013887078400.0000000000000000000000000  
(+(-(sqrt (x1))(+(0.86444)(0.22596)))(sqrt (sqrt (x1)))) | Numero de nos: 10 | Erro = 434175458934784.0000000000000000000000000  
(-(sqrt (cos (x1)))(+(sin (x1))(-(0.53404)(0.84286)))) | Numero de nos: 10 | Erro = 434176297795584.0000000000000000000000000  

POPULACAO FINAL 
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(0.62044)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (0.95547))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(0.25492))))) | Numero de nos: 30 | Erro = 1.5050586462020874000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(x1))) | Numero de nos: 26 | Erro = 83581.1250000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(x1))) | Numero de nos: 26 | Erro = 83581.1250000000000000000000000  
(+(*(*(*(+(-(x1)(x1))(/(0.69478)(sin (*(0.94519)(*(/(0.96362)(+(x1)(0.10279)))(x1))))))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 435302552305664.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (0.05649))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(sqrt (0.71093))))) | Numero de nos: 29 | Erro = 117460.7656250000000000000000000  
(+(*(*(*(+(/(+(x1)(sin (/(x1)(sqrt (sqrt (0.45445))))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 175279536.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(x1)))(-(x1)(sin (-(sin (x1))(0.17087)))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 203799136.0000000000000000000000000  
(+(*(*(*(+(/(x1)(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(x1)) | Numero de nos: 17 | Erro = 125250080.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(/(-(x1)(0.77383))(0.91040)))(x1))(x1))(x1))(x1))(*(+(0.16831)(sqrt (0.13831)))(cos (x1)))) | Numero de nos: 30 | Erro = 1870675712.0000000000000000000000000  
(+(*(*(*(x1)(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 15 | Erro = 223026790400.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(0.56969)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 1337821377855488.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (0.90732))(-(0.38050)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 124985368.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(sin (0.25831))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 29 | Erro = 1083907072.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (0.95547))(-(x1)(x1))))(-(x1)(x1)))(x1))(x1))(x1))(x1))(+(x1)(/(cos (x1))(-(x1)(x1))))) | Numero de nos: 29 | Erro = 125083280.0000000000000000000000000  
(+(*(*(*(+(/(-(sqrt (*(0.71233)(x1)))(x1))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(x1)) | Numero de nos: 22 | Erro = 851349340160.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(0.51186)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 1657009791303680.0000000000000000000000000  
(+(/(sqrt (0.61122))(/(+(-(/(+(+(sin (-(/(0.85586)(sin (x1)))(0.35108)))(0.57555))(x1))(0.26090))(0.69042))(x1))(0.89502)))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 434176734003200.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(x1)))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(-(x1)(x1))(x1))))) | Numero de nos: 30 | Erro = 125417128.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(x1)))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 28 | Erro = 125577080.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(0.62044)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 223962742784.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(cos (0.64711))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sqrt (0.00198))(-(x1)(x1))))(-(x1)(x1)))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 28 | Erro = 125083280.0000000000000000000000000  
(+(*(*(*(+(sqrt (0.71093))(x1))(x1))(x1))(x1))(+(x1)(/(-(x1)(x1))(-(x1)(x1))))) | Numero de nos: 20 | Erro = 5525044224.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sqrt (0.00198))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(0.60326))))) | Numero de nos: 30 | Erro = 4.2412538528442383000000000  
(cos (-(*(/(x1)(*(cos (0.81689))(sqrt (sqrt (*(+(-(0.13541)(-(x1)(cos (sin (sin (sqrt (/(x1)(sqrt (cos (x1))))))))))(0.17188))(0.41682))))))(0.46303))(sqrt (x1)))) | Numero de nos: 30 | Erro = 434176666894336.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (0.33195))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(0.62044)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(sqrt (0.21076))))(-(x1)(sin (x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 28 | Erro = 752769664.0000000000000000000000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
(+(*(*(*(+(/(+(x1)(/(sin (x1))(-(x1)(x1))))(-(x1)(-(x1)(x1))))(x1))(x1))(x1))(x1))(+(x1)(/(x1)(-(x1)(x1))))) | Numero de nos: 30 | Erro = 0.2656403183937072800000000  
